packet_id,api_source,chaos_method,x0_field_count,x1_nesting_depth,x2_numeric_ratio,x3_string_ratio,x4_fields_added,x5_fields_removed,x6_key_edit_dist_mean,x7_has_type_changes,x8_has_structural_changes,x9_source_encoded
pkt_5319,finnhub,json_manip,0.251327,0.628319,2.356194,0.785398,1.570796,0.785398,0.392699,0.0,0.0,0.628319
pkt_5320,finnhub,qwen,0.251327,0.628319,2.356194,0.785398,0.0,0.0,0.0,3.141593,0.0,0.628319
pkt_5321,finnhub,json_manip,0.251327,0.628319,2.356194,0.785398,0.0,0.0,0.0,3.141593,3.141593,0.628319
pkt_5322,finnhub,schema_alter,0.251327,0.628319,2.356194,0.785398,1.570796,1.570796,0.942478,0.0,0.0,0.628319
pkt_5323,finnhub,schema_alter,0.251327,0.628319,2.356194,0.785398,0.785398,1.570796,0.863938,0.0,3.141593,0.628319
pkt_5324,finnhub,json_manip,0.251327,0.628319,2.356194,0.785398,0.785398,1.570796,0.863938,0.0,0.0,0.628319
pkt_5325,finnhub,schema_alter,0.251327,0.628319,2.356194,0.785398,0.0,0.0,0.0,3.141593,0.0,0.628319
pkt_5326,finnhub,schema_alter,0.251327,0.628319,2.356194,0.785398,0.0,0.0,0.0,3.141593,0.0,0.628319
pkt_5327,finnhub,json_manip,0.251327,0.628319,2.356194,0.785398,0.785398,1.570796,0.942478,0.0,0.0,0.628319
pkt_5328,finnhub,schema_alter,0.251327,0.628319,2.356194,0.785398,0.0,0.0,0.0,3.141593,0.0,0.628319
pkt_5329,finnhub,qwen,0.251327,0.628319,2.356194,0.785398,0.785398,1.570796,0.942478,0.0,0.0,0.628319
pkt_5330,finnhub,schema_alter,0.251327,0.628319,2.356194,0.785398,0.0,0.0,0.0,3.141593,0.0,0.628319
pkt_5331,finnhub,json_manip,0.251327,0.628319,2.356194,0.785398,0.785398,1.570796,0.942478,0.0,0.0,0.628319
pkt_5332,finnhub,schema_alter,0.251327,0.628319,2.356194,0.785398,0.785398,1.570796,0.863938,0.0,3.141593,0.628319
pkt_5333,finnhub,qwen,0.251327,0.628319,2.356194,0.785398,3.141593,3.141593,2.042035,0.0,0.0,0.628319
pkt_5334,finnhub,qwen,0.251327,0.628319,2.356194,0.785398,0.785398,0.785398,0.628319,0.0,0.0,0.628319
pkt_5335,finnhub,json_manip,0.251327,0.628319,2.356194,0.785398,0.0,0.0,0.0,3.141593,3.141593,0.628319
pkt_5336,finnhub,schema_alter,0.251327,0.628319,2.356194,0.785398,0.0,0.0,0.0,3.141593,0.0,0.628319
pkt_5337,finnhub,qwen,0.251327,0.628319,2.356194,0.785398,3.141593,3.141593,2.042035,0.0,0.0,0.628319
pkt_5338,finnhub,json_manip,0.251327,0.628319,2.356194,0.785398,0.785398,1.570796,0.863938,0.0,0.0,0.628319
pkt_5339,finnhub,schema_alter,0.251327,0.628319,2.356194,0.785398,0.0,0.0,0.0,3.141593,0.0,0.628319
pkt_5340,finnhub,qwen,0.251327,0.628319,2.356194,0.785398,0.0,0.0,0.0,3.141593,0.0,0.628319
pkt_5341,finnhub,json_manip,0.251327,0.628319,2.356194,0.785398,0.785398,1.570796,0.942478,0.0,0.0,0.628319
pkt_5342,finnhub,schema_alter,0.251327,0.628319,2.356194,0.785398,0.0,0.0,0.0,3.141593,0.0,0.628319
pkt_5343,finnhub,schema_alter,0.251327,0.628319,2.356194,0.785398,0.0,0.0,0.0,3.141593,0.0,0.628319
pkt_5344,finnhub,schema_alter,0.251327,0.628319,2.356194,0.785398,0.785398,1.570796,0.863938,0.0,3.141593,0.628319
pkt_5345,finnhub,qwen,0.251327,0.628319,2.356194,0.785398,0.785398,1.570796,0.863938,0.0,3.141593,0.628319
pkt_5346,finnhub,qwen,0.251327,0.628319,2.356194,0.785398,0.0,0.785398,0.392699,0.0,0.0,0.628319
pkt_5347,finnhub,qwen,0.251327,0.628319,2.356194,0.785398,0.785398,1.570796,0.942478,0.0,3.141593,0.628319
pkt_5348,finnhub,json_manip,0.251327,0.628319,2.356194,0.785398,0.0,0.0,0.0,3.141593,0.0,0.628319
pkt_5349,finnhub,json_manip,0.251327,0.628319,2.356194,0.785398,0.785398,1.570796,0.863938,0.0,0.0,0.628319
pkt_5350,finnhub,qwen,0.251327,0.628319,2.356194,0.785398,0.785398,0.0,0.0,0.0,0.0,0.628319
pkt_5351,finnhub,schema_alter,0.251327,0.628319,2.356194,0.785398,1.570796,1.570796,0.942478,0.0,0.0,0.628319
pkt_5352,finnhub,qwen,0.251327,0.628319,2.356194,0.785398,0.785398,1.570796,0.863938,0.0,3.141593,0.628319
pkt_5353,finnhub,qwen,0.251327,0.628319,2.356194,0.785398,0.0,0.785398,0.471239,0.0,0.0,0.628319
pkt_5354,finnhub,json_manip,0.251327,0.628319,2.356194,0.785398,1.570796,0.785398,0.471239,0.0,0.0,0.628319
pkt_5355,finnhub,schema_alter,0.251327,0.628319,2.356194,0.785398,0.0,0.0,0.0,3.141593,0.0,0.628319
pkt_5356,finnhub,schema_alter,0.251327,0.628319,2.356194,0.785398,3.141593,3.141593,2.042035,0.0,0.0,0.628319
pkt_5357,finnhub,qwen,0.251327,0.628319,2.356194,0.785398,0.785398,1.570796,0.863938,0.0,3.141593,0.628319
pkt_5358,finnhub,json_manip,0.251327,0.628319,2.356194,0.785398,1.570796,0.785398,0.471239,0.0,0.0,0.628319
pkt_5359,finnhub,schema_alter,0.251327,0.628319,2.356194,0.785398,0.0,0.0,0.0,3.141593,0.0,0.628319
pkt_5360,finnhub,json_manip,0.251327,0.628319,2.356194,0.785398,0.0,0.0,0.0,3.141593,0.0,0.628319
pkt_5361,finnhub,json_manip,0.251327,0.628319,2.356194,0.785398,0.785398,0.0,0.0,0.0,0.0,0.628319
pkt_5362,finnhub,qwen,0.251327,0.628319,2.356194,0.785398,0.785398,1.570796,0.942478,0.0,0.0,0.628319
pkt_5363,finnhub,schema_alter,0.251327,0.628319,2.356194,0.785398,0.785398,1.570796,0.863938,0.0,3.141593,0.628319
pkt_5364,finnhub,schema_alter,0.251327,0.628319,2.356194,0.785398,0.0,0.0,0.0,3.141593,0.0,0.628319
pkt_5365,finnhub,qwen,0.251327,0.628319,2.356194,0.785398,1.570796,0.785398,0.471239,0.0,0.0,0.628319
pkt_5366,finnhub,json_manip,0.251327,0.628319,2.356194,0.785398,0.0,0.0,0.0,3.141593,3.141593,0.628319
pkt_5367,finnhub,schema_alter,0.251327,0.628319,2.356194,0.785398,0.0,0.0,0.0,3.141593,0.0,0.628319
pkt_5368,finnhub,qwen,0.251327,0.628319,2.356194,0.785398,0.0,0.0,0.0,3.141593,3.141593,0.628319
pkt_5369,finnhub,qwen,0.251327,0.628319,2.356194,0.785398,0.785398,1.570796,0.942478,0.0,3.141593,0.628319
pkt_5370,finnhub,qwen,0.251327,0.628319,2.356194,0.785398,0.0,0.0,0.0,3.141593,3.141593,0.628319
pkt_5371,finnhub,json_manip,0.251327,0.628319,2.356194,0.785398,0.0,0.0,0.0,3.141593,0.0,0.628319
pkt_5372,finnhub,qwen,0.251327,0.628319,2.356194,0.785398,0.785398,0.0,0.0,0.0,0.0,0.628319
pkt_5373,finnhub,json_manip,0.251327,0.628319,2.356194,0.785398,0.785398,1.570796,1.021018,0.0,0.0,0.628319
pkt_5374,finnhub,schema_alter,0.251327,0.628319,2.356194,0.785398,1.570796,1.570796,0.942478,0.0,0.0,0.628319
pkt_5375,finnhub,qwen,0.251327,0.628319,2.356194,0.785398,0.785398,1.570796,0.863938,0.0,3.141593,0.628319
pkt_5376,finnhub,schema_alter,0.251327,0.628319,2.356194,0.785398,0.0,0.0,0.0,3.141593,0.0,0.628319
pkt_5377,finnhub,qwen,0.251327,0.628319,2.356194,0.785398,1.570796,0.785398,0.392699,0.0,0.0,0.628319
pkt_5378,finnhub,json_manip,0.251327,0.628319,2.356194,0.785398,0.0,0.0,0.0,3.141593,0.0,0.628319
pkt_5379,finnhub,schema_alter,0.251327,0.628319,2.356194,0.785398,3.141593,3.141593,2.042035,0.0,0.0,0.628319
pkt_5380,finnhub,qwen,0.251327,0.628319,2.356194,0.785398,0.0,0.785398,0.392699,0.0,0.0,0.628319
pkt_5381,finnhub,schema_alter,0.251327,0.628319,2.356194,0.785398,1.570796,1.570796,0.942478,0.0,0.0,0.628319
pkt_5382,finnhub,schema_alter,0.251327,0.628319,2.356194,0.785398,3.141593,3.141593,2.042035,0.0,0.0,0.628319
pkt_5383,finnhub,qwen,0.251327,0.628319,2.356194,0.785398,0.785398,1.570796,0.863938,0.0,0.0,0.628319
pkt_5384,finnhub,qwen,0.251327,0.628319,2.356194,0.785398,0.0,0.0,0.0,3.141593,0.0,0.628319
pkt_5385,finnhub,schema_alter,0.251327,0.628319,2.356194,0.785398,1.570796,1.570796,0.942478,0.0,0.0,0.628319
pkt_5386,finnhub,schema_alter,0.251327,0.628319,2.356194,0.785398,1.570796,1.570796,0.942478,0.0,0.0,0.628319
pkt_5387,finnhub,qwen,0.251327,0.628319,2.356194,0.785398,1.570796,0.785398,0.471239,0.0,0.0,0.628319
pkt_5388,finnhub,schema_alter,0.251327,0.628319,2.356194,0.785398,1.570796,1.570796,0.942478,0.0,0.0,0.628319
pkt_5389,finnhub,json_manip,0.251327,0.628319,2.356194,0.785398,0.785398,0.0,0.0,0.0,0.0,0.628319
pkt_5390,finnhub,qwen,0.251327,0.628319,2.356194,0.785398,0.785398,1.570796,0.863938,0.0,0.0,0.628319
pkt_5391,finnhub,json_manip,0.251327,0.628319,2.356194,0.785398,0.785398,1.570796,0.942478,0.0,0.0,0.628319
pkt_5392,finnhub,schema_alter,0.251327,0.628319,2.356194,0.785398,0.785398,1.570796,0.863938,0.0,3.141593,0.628319
pkt_5393,finnhub,json_manip,0.251327,0.628319,2.356194,0.785398,0.785398,1.570796,0.942478,0.0,0.0,0.628319
pkt_5394,finnhub,qwen,0.251327,0.628319,2.356194,0.785398,0.0,0.0,0.0,3.141593,0.0,0.628319
pkt_5395,finnhub,json_manip,0.251327,0.628319,2.356194,0.785398,0.785398,1.570796,0.942478,0.0,0.0,0.628319
pkt_5396,finnhub,schema_alter,0.251327,0.628319,2.356194,0.785398,0.0,0.0,0.0,3.141593,0.0,0.628319
pkt_5397,finnhub,schema_alter,0.251327,0.628319,2.356194,0.785398,0.0,0.0,0.0,3.141593,0.0,0.628319
pkt_5398,finnhub,qwen,0.251327,0.628319,2.356194,0.785398,0.0,0.0,0.0,3.141593,0.0,0.628319
pkt_5399,finnhub,json_manip,0.251327,0.628319,2.356194,0.785398,0.0,0.785398,0.471239,0.0,0.0,0.628319
pkt_5400,finnhub,schema_alter,0.251327,0.628319,2.356194,0.785398,1.570796,1.570796,0.942478,0.0,0.0,0.628319
pkt_5401,finnhub,qwen,0.251327,0.628319,2.356194,0.785398,1.570796,0.785398,0.471239,0.0,0.0,0.628319
pkt_5402,finnhub,json_manip,0.251327,0.628319,2.356194,0.785398,0.785398,0.0,0.0,0.0,0.0,0.628319
pkt_5403,finnhub,schema_alter,0.251327,0.628319,2.356194,0.785398,3.141593,3.141593,2.042035,0.0,0.0,0.628319
pkt_5404,finnhub,schema_alter,0.251327,0.628319,2.356194,0.785398,0.785398,1.570796,0.863938,0.0,3.141593,0.628319
pkt_5405,finnhub,qwen,0.251327,0.628319,2.356194,0.785398,3.141593,3.141593,2.042035,0.0,0.0,0.628319
pkt_5406,finnhub,json_manip,0.251327,0.628319,2.356194,0.785398,0.785398,1.570796,0.863938,0.0,0.0,0.628319
pkt_5407,finnhub,schema_alter,0.251327,0.628319,2.356194,0.785398,1.570796,1.570796,0.942478,0.0,0.0,0.628319
pkt_5408,finnhub,qwen,0.251327,0.628319,2.356194,0.785398,0.785398,1.570796,0.863938,0.0,3.141593,0.628319
pkt_5409,finnhub,json_manip,0.251327,0.628319,2.356194,0.785398,0.0,0.785398,0.471239,0.0,0.0,0.628319
pkt_5410,finnhub,schema_alter,0.251327,0.628319,2.356194,0.785398,0.785398,1.570796,0.863938,0.0,3.141593,0.628319
pkt_5411,finnhub,json_manip,0.251327,0.628319,2.356194,0.785398,0.785398,0.0,0.0,0.0,0.0,0.628319
pkt_5412,finnhub,schema_alter,0.251327,0.628319,2.356194,0.785398,0.785398,1.570796,0.863938,0.0,3.141593,0.628319
pkt_5413,finnhub,schema_alter,0.251327,0.628319,2.356194,0.785398,0.0,0.0,0.0,3.141593,0.0,0.628319
pkt_5414,finnhub,schema_alter,0.251327,0.628319,2.356194,0.785398,0.0,0.0,0.0,3.141593,0.0,0.628319
pkt_5415,finnhub,qwen,0.251327,0.628319,2.356194,0.785398,0.785398,0.0,0.0,0.0,0.0,0.628319
pkt_5416,finnhub,schema_alter,0.251327,0.628319,2.356194,0.785398,3.141593,3.141593,2.042035,0.0,0.0,0.628319
pkt_5417,finnhub,json_manip,0.251327,0.628319,2.356194,0.785398,0.0,0.0,0.0,3.141593,3.141593,0.628319
pkt_5418,finnhub,json_manip,0.251327,0.628319,2.356194,0.785398,1.570796,0.785398,0.471239,0.0,0.0,0.628319
pkt_5419,finnhub,qwen,0.251327,0.628319,2.356194,0.785398,0.785398,1.570796,1.021018,0.0,3.141593,0.628319
pkt_5420,finnhub,schema_alter,0.251327,0.628319,2.356194,0.785398,0.785398,1.570796,0.863938,0.0,3.141593,0.628319
pkt_5421,finnhub,json_manip,0.251327,0.628319,2.356194,0.785398,0.785398,1.570796,0.942478,0.0,0.0,0.628319
pkt_5422,finnhub,qwen,0.251327,0.628319,2.356194,0.785398,0.785398,0.0,0.0,0.0,0.0,0.628319
pkt_5423,finnhub,json_manip,0.251327,0.628319,2.356194,0.785398,0.785398,1.570796,0.863938,0.0,0.0,0.628319
pkt_5424,finnhub,schema_alter,0.251327,0.628319,2.356194,0.785398,1.570796,1.570796,0.942478,0.0,0.0,0.628319
pkt_5425,finnhub,qwen,0.251327,0.628319,2.356194,0.785398,0.785398,0.785398,0.392699,0.0,0.0,0.628319
pkt_5426,finnhub,schema_alter,0.251327,0.628319,2.356194,0.785398,0.785398,1.570796,0.863938,0.0,3.141593,0.628319
pkt_5427,finnhub,json_manip,0.251327,0.628319,2.356194,0.785398,0.785398,1.570796,1.021018,0.0,0.0,0.628319
pkt_5428,finnhub,qwen,0.251327,0.628319,2.356194,0.785398,3.141593,3.141593,2.042035,0.0,0.0,0.628319
pkt_5429,finnhub,json_manip,0.251327,0.628319,2.356194,0.785398,1.570796,0.785398,0.392699,0.0,0.0,0.628319
pkt_5430,finnhub,schema_alter,0.251327,0.628319,2.356194,0.785398,0.785398,1.570796,0.863938,0.0,3.141593,0.628319
pkt_5431,finnhub,schema_alter,0.251327,0.628319,2.356194,0.785398,1.570796,1.570796,0.942478,0.0,0.0,0.628319
pkt_5432,finnhub,qwen,0.251327,0.628319,2.356194,0.785398,1.570796,1.570796,0.942478,0.0,0.0,0.628319
pkt_5433,finnhub,json_manip,0.251327,0.628319,2.356194,0.785398,0.0,0.0,0.0,3.141593,0.0,0.628319
pkt_5434,finnhub,schema_alter,0.251327,0.628319,2.356194,0.785398,0.0,0.0,0.0,3.141593,0.0,0.628319
pkt_5435,finnhub,schema_alter,0.251327,0.628319,2.356194,0.785398,0.0,0.0,0.0,3.141593,0.0,0.628319
pkt_5436,finnhub,qwen,0.251327,0.628319,2.356194,0.785398,0.0,0.0,0.0,3.141593,0.0,0.628319
pkt_5437,finnhub,json_manip,0.251327,0.628319,2.356194,0.785398,0.785398,1.570796,0.863938,0.0,0.0,0.628319
pkt_5438,finnhub,qwen,0.251327,0.628319,2.356194,0.785398,0.0,0.0,0.0,3.141593,3.141593,0.628319
pkt_5439,finnhub,schema_alter,0.251327,0.628319,2.356194,0.785398,0.0,0.0,0.0,3.141593,0.0,0.628319
pkt_5440,finnhub,qwen,0.251327,0.628319,2.356194,0.785398,0.0,0.0,0.0,3.141593,0.0,0.628319
pkt_5441,finnhub,qwen,0.251327,0.628319,2.356194,0.785398,1.570796,1.570796,0.942478,0.0,0.0,0.628319
pkt_5442,finnhub,json_manip,0.251327,0.628319,2.356194,0.785398,0.785398,1.570796,0.942478,0.0,0.0,0.628319
pkt_5443,finnhub,schema_alter,0.251327,0.628319,2.356194,0.785398,3.141593,3.141593,2.042035,0.0,0.0,0.628319
pkt_5444,finnhub,qwen,0.251327,0.628319,2.356194,0.785398,0.0,0.785398,0.392699,0.0,0.0,0.628319
pkt_5445,finnhub,json_manip,0.251327,0.628319,2.356194,0.785398,0.785398,1.570796,0.863938,0.0,0.0,0.628319
pkt_5446,finnhub,schema_alter,0.251327,0.628319,2.356194,0.785398,0.785398,1.570796,0.863938,0.0,3.141593,0.628319
pkt_5447,finnhub,qwen,0.251327,0.628319,2.356194,0.785398,0.785398,1.570796,0.942478,0.0,0.0,0.628319
pkt_5448,finnhub,json_manip,0.251327,0.628319,2.356194,0.785398,0.785398,1.570796,0.863938,0.0,0.0,0.628319
pkt_5449,finnhub,schema_alter,0.251327,0.628319,2.356194,0.785398,3.141593,3.141593,2.042035,0.0,0.0,0.628319
pkt_5450,finnhub,qwen,0.251327,0.628319,2.356194,0.785398,0.0,0.785398,0.392699,0.0,0.0,0.628319
pkt_5451,finnhub,qwen,0.251327,0.628319,2.356194,0.785398,0.785398,1.570796,1.099557,0.0,3.141593,0.628319
pkt_5452,finnhub,qwen,0.251327,0.628319,2.356194,0.785398,0.785398,0.0,0.0,0.0,0.0,0.628319
pkt_5453,finnhub,json_manip,0.251327,0.628319,2.356194,0.785398,0.0,0.785398,0.392699,0.0,0.0,0.628319
pkt_5454,finnhub,schema_alter,0.251327,0.628319,2.356194,0.785398,3.141593,3.141593,2.042035,0.0,0.0,0.628319
pkt_5455,finnhub,qwen,0.251327,0.628319,2.356194,0.785398,0.0,0.785398,0.628319,0.0,0.0,0.628319
pkt_5456,finnhub,json_manip,0.251327,0.628319,2.356194,0.785398,0.0,0.785398,0.628319,0.0,0.0,0.628319
pkt_5457,finnhub,schema_alter,0.251327,0.628319,2.356194,0.785398,0.0,0.0,0.0,3.141593,0.0,0.628319
pkt_5458,finnhub,schema_alter,0.251327,0.628319,2.356194,0.785398,3.141593,3.141593,2.042035,0.0,0.0,0.628319
pkt_5459,finnhub,qwen,0.251327,0.628319,2.356194,0.785398,0.0,0.0,0.0,3.141593,3.141593,0.628319
pkt_5460,finnhub,qwen,0.251327,0.628319,2.356194,0.785398,0.785398,1.570796,1.021018,0.0,3.141593,0.628319
pkt_5461,finnhub,qwen,0.251327,0.628319,2.356194,0.785398,0.0,0.0,0.0,3.141593,3.141593,0.628319
pkt_5462,finnhub,qwen,0.251327,0.628319,2.356194,0.785398,0.0,0.0,0.0,3.141593,0.0,0.628319
pkt_5463,finnhub,json_manip,0.251327,0.628319,2.356194,0.785398,0.0,0.0,0.0,3.141593,0.0,0.628319
pkt_5464,finnhub,schema_alter,0.251327,0.628319,2.356194,0.785398,0.785398,1.570796,0.863938,0.0,3.141593,0.628319
pkt_5465,finnhub,qwen,0.251327,0.628319,2.356194,0.785398,0.0,0.0,0.0,3.141593,0.0,0.628319
pkt_5466,finnhub,json_manip,0.251327,0.628319,2.356194,0.785398,0.0,0.0,0.0,3.141593,0.0,0.628319
pkt_5467,finnhub,schema_alter,0.251327,0.628319,2.356194,0.785398,0.785398,1.570796,0.863938,0.0,3.141593,0.628319
pkt_5468,finnhub,qwen,0.251327,0.628319,2.356194,0.785398,0.785398,1.570796,0.942478,0.0,0.0,0.628319
pkt_5469,finnhub,json_manip,0.251327,0.628319,2.356194,0.785398,0.785398,1.570796,0.942478,0.0,0.0,0.628319
pkt_5470,finnhub,schema_alter,0.251327,0.628319,2.356194,0.785398,3.141593,3.141593,2.042035,0.0,0.0,0.628319
pkt_5471,finnhub,qwen,0.251327,0.628319,2.356194,0.785398,0.0,0.0,0.0,3.141593,0.0,0.628319
pkt_5472,finnhub,qwen,0.251327,0.628319,2.356194,0.785398,0.785398,0.0,0.0,0.0,0.0,0.628319
pkt_5473,finnhub,qwen,0.251327,0.628319,2.356194,0.785398,0.785398,1.570796,0.863938,0.0,3.141593,0.628319
pkt_5474,finnhub,schema_alter,0.251327,0.628319,2.356194,0.785398,0.0,0.0,0.0,3.141593,0.0,0.628319
pkt_5475,finnhub,json_manip,0.251327,0.628319,2.356194,0.785398,0.0,0.0,0.0,3.141593,0.0,0.628319
pkt_5476,finnhub,qwen,0.251327,0.628319,2.356194,0.785398,0.0,0.0,0.0,3.141593,3.141593,0.628319
pkt_5477,finnhub,qwen,0.251327,0.628319,2.356194,0.785398,0.785398,1.570796,0.942478,0.0,0.0,0.628319
pkt_5478,finnhub,qwen,0.251327,0.628319,2.356194,0.785398,0.0,0.0,0.0,3.141593,0.0,0.628319
pkt_5479,finnhub,qwen,0.251327,0.628319,2.356194,0.785398,0.785398,1.570796,0.863938,0.0,3.141593,0.628319
pkt_5480,finnhub,json_manip,0.251327,0.628319,2.356194,0.785398,0.785398,1.570796,0.942478,0.0,0.0,0.628319
pkt_5481,finnhub,schema_alter,0.251327,0.628319,2.356194,0.785398,1.570796,1.570796,0.942478,0.0,0.0,0.628319
pkt_5482,finnhub,qwen,0.251327,0.628319,2.356194,0.785398,0.0,0.0,0.0,3.141593,0.0,0.628319
pkt_5483,finnhub,json_manip,0.251327,0.628319,2.356194,0.785398,0.0,0.785398,0.392699,0.0,0.0,0.628319
pkt_5484,finnhub,schema_alter,0.251327,0.628319,2.356194,0.785398,0.785398,1.570796,0.863938,0.0,3.141593,0.628319
pkt_5485,finnhub,qwen,0.251327,0.628319,2.356194,0.785398,1.570796,0.785398,0.392699,0.0,0.0,0.628319
pkt_5486,finnhub,schema_alter,0.251327,0.628319,2.356194,0.785398,0.0,0.0,0.0,3.141593,0.0,0.628319
pkt_5487,finnhub,qwen,0.251327,0.628319,2.356194,0.785398,0.785398,1.570796,1.021018,0.0,0.0,0.628319
pkt_5488,finnhub,json_manip,0.251327,0.628319,2.356194,0.785398,0.785398,0.0,0.0,0.0,0.0,0.628319
pkt_5489,finnhub,json_manip,0.251327,0.628319,2.356194,0.785398,0.785398,1.570796,0.863938,0.0,0.0,0.628319
pkt_5490,finnhub,qwen,0.251327,0.628319,2.356194,0.785398,0.0,0.0,0.0,3.141593,0.0,0.628319
pkt_5491,finnhub,json_manip,0.251327,0.628319,2.356194,0.785398,0.0,0.0,0.0,3.141593,3.141593,0.628319
pkt_5492,finnhub,schema_alter,0.251327,0.628319,2.356194,0.785398,0.0,0.0,0.0,3.141593,0.0,0.628319
pkt_5493,finnhub,schema_alter,0.251327,0.628319,2.356194,0.785398,1.570796,1.570796,0.942478,0.0,0.0,0.628319
pkt_5494,finnhub,qwen,0.251327,0.628319,2.356194,0.785398,0.785398,0.785398,0.628319,0.0,0.0,0.628319
pkt_5495,finnhub,schema_alter,0.251327,0.628319,2.356194,0.785398,1.570796,1.570796,0.942478,0.0,0.0,0.628319
pkt_5496,finnhub,qwen,0.251327,0.628319,2.356194,0.785398,0.785398,1.570796,0.863938,0.0,3.141593,0.628319
pkt_5497,finnhub,json_manip,0.251327,0.628319,2.356194,0.785398,0.785398,1.570796,0.863938,0.0,0.0,0.628319
pkt_5498,finnhub,schema_alter,0.251327,0.628319,2.356194,0.785398,3.141593,3.141593,2.042035,0.0,0.0,0.628319
pkt_5499,finnhub,json_manip,0.251327,0.628319,2.356194,0.785398,0.0,0.785398,0.392699,0.0,0.0,0.628319
pkt_5500,finnhub,json_manip,0.251327,0.628319,2.356194,0.785398,0.785398,0.0,0.0,0.0,0.0,0.628319
pkt_5501,finnhub,qwen,0.251327,0.628319,2.356194,0.785398,0.0,0.0,0.0,3.141593,0.0,0.628319
pkt_5502,finnhub,qwen,0.251327,0.628319,2.356194,0.785398,0.785398,1.570796,0.942478,0.0,0.0,0.628319
pkt_5503,finnhub,json_manip,0.251327,0.628319,2.356194,0.785398,0.0,0.785398,0.392699,0.0,0.0,0.628319
pkt_5504,finnhub,qwen,0.251327,0.628319,2.356194,0.785398,0.785398,1.570796,0.863938,0.0,3.141593,0.628319
pkt_5505,finnhub,json_manip,0.251327,0.628319,2.356194,0.785398,0.0,0.0,0.0,3.141593,0.0,0.628319
pkt_5506,finnhub,schema_alter,0.251327,0.628319,2.356194,0.785398,0.785398,1.570796,0.863938,0.0,3.141593,0.628319
pkt_5507,finnhub,schema_alter,0.251327,0.628319,2.356194,0.785398,0.0,0.0,0.0,3.141593,0.0,0.628319
pkt_5508,finnhub,json_manip,0.251327,0.628319,2.356194,0.785398,0.0,0.0,0.0,3.141593,0.0,0.628319
pkt_5509,finnhub,json_manip,0.251327,0.628319,2.356194,0.785398,0.785398,0.0,0.0,0.0,0.0,0.628319
pkt_5510,finnhub,qwen,0.251327,0.628319,2.356194,0.785398,3.141593,3.141593,2.042035,0.0,0.0,0.628319
pkt_5511,finnhub,qwen,0.251327,0.628319,2.356194,0.785398,0.785398,1.570796,0.942478,0.0,0.0,0.628319
pkt_5512,finnhub,json_manip,0.251327,0.628319,2.356194,0.785398,0.0,0.785398,0.628319,0.0,0.0,0.628319
pkt_5513,finnhub,schema_alter,0.251327,0.628319,2.356194,0.785398,0.0,0.0,0.0,3.141593,0.0,0.628319
pkt_5514,finnhub,qwen,0.251327,0.628319,2.356194,0.785398,1.570796,1.570796,0.942478,0.0,0.0,0.628319
pkt_5515,finnhub,json_manip,0.251327,0.628319,2.356194,0.785398,0.785398,1.570796,0.942478,0.0,0.0,0.628319
pkt_5516,finnhub,schema_alter,0.251327,0.628319,2.356194,0.785398,0.0,0.0,0.0,3.141593,0.0,0.628319
pkt_5517,finnhub,qwen,0.251327,0.628319,2.356194,0.785398,0.785398,1.570796,0.863938,0.0,0.0,0.628319
pkt_5518,finnhub,schema_alter,0.251327,0.628319,2.356194,0.785398,0.785398,1.570796,0.863938,0.0,3.141593,0.628319
pkt_5519,finnhub,qwen,0.251327,0.628319,2.356194,0.785398,0.785398,1.570796,1.021018,0.0,0.0,0.628319
pkt_5520,finnhub,json_manip,0.251327,0.628319,2.356194,0.785398,0.0,0.785398,0.471239,0.0,0.0,0.628319
pkt_5521,finnhub,schema_alter,0.251327,0.628319,2.356194,0.785398,0.0,0.0,0.0,3.141593,0.0,0.628319
pkt_5522,finnhub,qwen,0.251327,0.628319,2.356194,0.785398,0.0,0.0,0.0,3.141593,3.141593,0.628319
pkt_5523,finnhub,json_manip,0.251327,0.628319,2.356194,0.785398,0.785398,1.570796,0.863938,0.0,0.0,0.628319
pkt_5524,finnhub,schema_alter,0.251327,0.628319,2.356194,0.785398,0.0,0.0,0.0,3.141593,0.0,0.628319
pkt_5525,finnhub,json_manip,0.251327,0.628319,2.356194,0.785398,0.785398,0.0,0.0,0.0,0.0,0.628319
pkt_5526,finnhub,schema_alter,0.251327,0.628319,2.356194,0.785398,1.570796,1.570796,0.942478,0.0,0.0,0.628319
pkt_5527,finnhub,qwen,0.251327,0.628319,2.356194,0.785398,0.785398,1.570796,0.863938,0.0,0.0,0.628319
pkt_5528,finnhub,json_manip,0.251327,0.628319,2.356194,0.785398,0.0,0.0,0.0,3.141593,0.0,0.628319
pkt_5529,finnhub,schema_alter,0.251327,0.628319,2.356194,0.785398,1.570796,1.570796,0.942478,0.0,0.0,0.628319
pkt_5530,finnhub,schema_alter,0.251327,0.628319,2.356194,0.785398,3.141593,3.141593,2.042035,0.0,0.0,0.628319
pkt_5531,finnhub,qwen,0.251327,0.628319,2.356194,0.785398,0.0,0.0,0.0,3.141593,0.0,0.628319
pkt_5532,finnhub,qwen,0.251327,0.628319,2.356194,0.785398,0.0,0.0,0.0,3.141593,0.0,0.628319
pkt_5533,finnhub,qwen,0.251327,0.628319,2.356194,0.785398,0.0,0.0,0.0,3.141593,0.0,0.628319
